word_count,usd_pledged_real
16,108.36
55,290
10,230
56,133.02
57,51
41,2980
52,62052
18,726
47,347.91
24,114155
34,182.6
18,0
60,4433
24,0
32,60
35,853
26,12875
21,0
55,3399
35,839
24,7179
18,0
14,3385
19,3000
32,597.62
15,12275
12,11375
47,5973
51,2000
55,147126.53
5,160
17,722
30,8365.66
39,2030
17,10295
31,0
25,2075
14,0
24,13117
23,45
34,11293.09
57,35798.84
43,5358
45,433
40,143.97
35,255.43
31,16.85
29,3355
37,5966
59,5401
34,1611.59
5,0
27,20676
46,1.54
42,3092
21,780
39,0
10,1
27,1650.35
33,5065
46,26
44,75
45,90
20,7
38,207
59,50
21,1240.25
55,0
57,6186
45,74363.61
45,13258.77
47,1379
53,85
10,18384
59,0
27,0
59,73161
21,1130
18,9023.14
11,315
12,0
30,36
26,0
44,45.17
20,1376
59,53850.69
57,4672.69
33,115276.42
27,220
54,4556
38,2414
36,326
27,1
36,1
13,220
34,90037.35
27,155
20,0
55,10
25,35084.25
28,791
28,5645
50,395.95
35,850
40,260
27,75
32,1089
10,41
39,1230
30,0
60,0.75
55,369
82,3599.66
48,12925.2
30,4111
30,509
58,1263.21
45,2702
31,15165.51
13,1466
10,2345
38,170
53,13420
49,205
12,6.68
48,8
23,783
24,826
36,0
55,1.14
40,35600
53,118295
4,258
21,520
26,175
34,1396
35,171.08
38,0
18,50
47,322
48,2503
14,16
60,4908
60,3525
36,3080
13,13318.92
25,306.87
33,4232
32,23.38
26,130
14,1432
20,26
34,375
21,6065
21,210
56,1555
7,0
19,1076
48,210.05
25,3383.5
45,0
56,1840
26,441
17,2044
26,0
33,4135
20,440
38,25
51,166
13,0
47,2145
20,1
20,4060.58
10,247
24,0
15,650
55,78.46
53,324
38,3165.69
58,6360.5
54,5115.02
55,31005.91
56,48862.05
35,10487
19,7130.36
27,32599.5
55,15375.33
43,409.03
38,0
42,36.18
60,3547
49,1405
14,1
37,0
61,10611
56,5537
59,0
21,12
30,2087
38,27
42,3000
12,0
53,8713
46,0
49,0
55,158
44,1675
35,16053
44,1132
48,4637
60,988
24,2428.4
45,8066.12
19,0
45,6652
26,29921
12,0
21,445
15,3026
74,580
16,1223.04
21,410
47,5840
60,0
43,1060
52,375
47,2234
45,8084
20,43
5,5200
32,1240
42,1360
56,5010
44,14307.01
13,35.03
19,31.15
41,155.53
27,10630
60,0
50,3929.07
60,5234.77
58,55.56
60,4173.01
34,191.98
57,0
12,8646
60,0
35,21045
27,1716.48
50,50
10,0
24,15253
35,691.01
11,20544.22
62,11417
17,80
30,363.18
16,3937
43,0
58,1232
60,1230
58,124.29
35,0
55,4755.52
30,0
24,2768
15,273.43
33,1140
54,909.08
49,23790
36,18455
57,494.99
29,5
29,8260
55,1197
36,0
18,210
50,2037
38,1479.73
19,0
82,0
33,3645
34,5655.6
31,384.56
38,295
38,441
36,5020
41,1.28
43,1460
34,775.01
42,3074.5
54,31376
18,12212
12,605
33,0
50,259.66
20,2701
41,4073.2
37,139.11
25,5245
48,1980
26,35
27,11
48,340
20,2465
31,461
15,4036
49,2252
20,60757
58,10433.96
36,4441
27,422.28
42,50
34,2390
58,6701
46,21417.66
21,10
47,2086
50,70
17,0
47,123
44,0
45,605
25,0
10,666
37,41.36
15,585
60,710.95
16,0
9,41
27,3785
45,81.34
23,76044.5
42,0
37,76
22,0
14,0
10,0
55,14507
30,78
32,96
17,5229
14,1085
35,273.67
30,6303
14,767
27,2969.48
37,224
16,0
37,5455
14,1450.45
37,0
29,429.8
37,0
30,2730
39,40
23,27.32
16,762
38,0
50,40.74
37,1455
52,746
36,10
53,30844
12,2716
57,4.47
57,1793.03
29,115677
60,135
28,0
44,84
43,3110
19,15177.5
54,800
30,0
10,1508.44
26,10689.01
39,7244
27,0
34,9099
20,37388
46,1141
39,0
54,224
5,3415
22,86
30,50
31,4050
37,2525
20,234
44,2366.66
51,10415.3
39,0
9,4693
27,0
35,11084.49
32,0
54,1.06
26,6205
44,119728
30,42
20,0
14,81
27,0
51,3853
30,0
11,211.69
54,506.84
32,400
15,8511.15
59,500
36,222
30,742
48,0
21,16174.56
57,1435.63
60,250
41,122
48,0
8,10406
44,1546.2
18,46.43
11,160
8,1001.77
44,466
42,0
45,1055
13,1294.6
18,24454
47,0
14,56
12,11781
47,5253
59,15.07
48,3100
31,401
16,8410
16,446.72
25,0
14,17117
34,2273.42
52,608
20,105
17,5632
30,63002
30,3000
42,237
20,3182
50,24390.71
45,6.58
50,2812
21,0
35,0
25,4838
18,510
16,0
26,520
33,6293
54,978
55,3828
20,50
23,50
23,0
28,250
53,579.25
18,3491
16,51717
42,624
19,3.82
34,105
14,310
49,3262
50,3650.82
29,115
51,22191
37,0
33,460
45,5149.03
33,129906.34
55,1015
13,5624.37
24,1189
5,0.74
15,150
38,477.69
56,10909.13
13,500
50,315
27,32.88
22,600
23,0
41,25
25,115
27,1177
20,1550.39
31,20305.11
20,0
56,2500
55,3293.11
41,3297.09
36,135
48,1318.01
31,31
47,2948
36,0
31,100
21,0
35,25
58,4042.25
19,196
60,120
22,8451
7,469
24,27200
17,249
54,5861.7
53,85
15,116.31
32,4686
43,155
32,204.07
27,40
44,541.29
23,10844
18,0
44,300
19,1085.97
23,378
37,321.78
26,0
56,10043.33
42,20
36,0
23,1908.13
36,1741
20,14729.73
14,1151
57,345
57,4185.02
42,2810
18,5155.15
30,0
7,36.44
27,10
17,0
28,2261.85
56,415.79
10,10
55,10220
35,1413
24,9594.56
36,75
58,89416.67
54,652
29,2860
24,81
52,1727.22
21,1
31,3126
45,825
12,10163
53,160
48,141.81
12,10.81
13,0
37,220
24,8.28
49,350
6,1
25,0
32,242
52,12180
57,0
56,0
47,7957.91
15,159.54
38,90
27,10135
47,4338
59,172.51
35,57.03
11,1071
6,1.48
15,6
60,1
37,1862
41,2
32,2464.5
11,1420
15,1815
58,21426
44,7800
29,20517
24,385
29,304.68
16,0
54,35325.23
56,406
28,1711.45
29,1266
34,158
9,0
60,2771.21
31,3475.01
52,1290
52,13243
60,5
23,1026
21,4121
6,2471.63
33,27470.11
9,18.93
55,0
26,0
21,91
17,25
58,159
13,1878.8
43,5591
17,0
15,3051
16,976
57,1182
19,28229.99
56,27796
23,25987.48
9,9406
44,0
23,0
17,3276
12,1646
58,0
39,2423.25
20,50117.05
35,0
34,46.2
17,0
24,0
41,0
32,10
44,145
28,4393
32,515
42,12606.78
11,1881
47,1173.71
15,7.06
21,281.04
59,95
47,3051.26
18,2012.51
52,332694.4
59,8161.18
42,38.95
11,3
13,2035
30,0
38,620
44,302
17,3569
11,27.5
33,5
59,360
18,7873.64
53,8447.5
13,1
16,32225
60,3604
40,0
8,1641.3
24,655
60,4410
37,1835
24,6266
60,2551.25
47,70918.65
39,0
34,1580
47,9815
38,37.84
60,5206
59,4114
29,31413
40,5350
22,22314.5
42,121
45,20
19,1231
57,26755
33,202
28,1734
16,5
60,11
19,15451.36
45,240
55,341
40,10090.13
13,129
42,161
18,100
59,7749.47
27,18.49
59,20
17,33391
14,0
51,5495.14
56,13200
19,0
56,3088.38
59,0
60,225
60,959.26
41,3106.36
26,72
12,42747.69
59,82
14,0
13,0
26,985
21,2619
29,4154
60,13500
28,291
10,20
53,11939.37
15,0
11,0
25,25
25,2505
39,4016
44,1664.17
15,0
52,2416
27,25243.84
39,1261
19,26.45
12,906.86
25,1417.81
58,22.56
58,13735.25
60,0.74
15,34643
24,770
53,2435.02
30,1060
10,5
41,27
16,2
15,50
5,2179
18,1275.71
26,4165
21,25
51,8261.42
41,8740.58
31,740.66
27,1319.13
52,11097.11
36,682
71,160
19,1
51,118
54,1750
46,588.76
46,33.92
49,9684
56,900
46,1550
26,215
44,1153514.23
27,1660.34
24,0
59,512
21,274
34,0
15,31
46,17349
58,6510.52
29,2640
19,0
59,0
47,891
38,1400
29,191
55,495
34,6883
34,0
50,110
50,2434
55,199.86
58,2825
20,815
7,9
40,21.51
48,1
16,0
55,23954
57,126416.15
46,411
60,5426
22,2535
19,25
51,200
82,0
42,70
54,31502.15
22,206
54,140
20,0
38,3115
25,101
39,345
36,1437.96
24,0
18,27484
28,19538.59
40,11071
57,58.54
24,135
17,0
57,259.19
12,10
44,5465.01
69,6055
18,355
3,116.55
20,250
53,330
25,200.36
42,1
20,10016
13,3717
39,2973
35,1725
60,600
30,315
54,400
15,0
27,0
39,180
34,211
59,15933
13,793
60,16666.01
30,56
14,1020
25,2841
43,1331
60,1053
55,11309
57,1618.24
27,2465
12,626
36,2355
31,543.33
17,100
22,1012.55
27,405
15,700
54,1242
11,100
50,1247
6,2
23,3036
13,8928
34,2692.04
36,155
12,3176
39,166
18,3142.92
45,703
29,165.73
11,43
45,27686.39
57,5955
28,195
8,1101.36
36,2259
55,112246
34,2443
34,1725
77,1202
43,14101
17,265
52,54214
60,825
43,1120
27,1433
49,3646
38,0
42,385.6
6,1501
34,265331.29
24,833
25,4506.45
18,366
31,0
16,21337
38,401
56,105.76
53,2340
25,1185
12,152.47
32,6011
11,3105
54,4624.17
23,5663.79
12,3228
14,1620
50,685
28,5
58,336
38,31
37,1925
32,432.1
48,15535
58,12365
52,580
47,9657.7
16,150
22,6
5,0
17,0
56,16263.29
18,2539
38,455
25,21
23,607
50,8807
58,692
37,5015
33,3740
28,213
46,1045
59,11469
35,2599
13,3.16
26,5
59,0
51,0
50,45597.02
57,60
26,3441.62
53,543.08
14,107.96
28,0
41,3837.94
16,124.54
27,13545.13
50,1833
41,1360
58,0
16,1.22
61,108
46,825
58,668
35,1079
30,45
31,2342.01
45,0
34,1205
34,17171
11,0
46,1022
51,630
33,27200
43,7832
26,10548
19,4696
43,3890
30,10035
46,2493
59,20811
59,370
26,0
12,8.05
45,2347
14,100
48,320
20,41
32,5
54,0
38,1085
44,97
36,5
18,1790
59,50
21,560
59,0.79
20,0
13,3492
14,0
36,4152
58,0
32,0
10,15
50,27240
29,9954
9,180
58,1520
30,4114.74
14,1975.41
23,17158
27,314
29,582
58,10810
13,10831
55,0
22,51866.11
49,29500.5
52,6202
38,5051.53
35,58050
13,1405
58,157
29,110
46,4078
30,657
28,6147
16,0
26,5620
55,15317
53,0
38,1352
26,1478.48
36,1003
36,3065.7
55,1623.91
54,100
24,72
11,905
20,1.25
30,3.1
51,166
59,36435
44,4055
47,1
7,3
40,1010
48,2519
24,150
19,40502
14,0
56,110
59,330054.99
32,30081.01
20,250
27,37080
52,24044
26,58.59
28,384
20,0
59,4511
47,100
47,16534.78
45,11943
56,105
54,55
53,0
35,0
46,1125
44,8014.74
24,778
22,10692.62
22,4246
17,30669
60,1048
24,1274.38
56,67
46,1
21,1609.11
33,805
35,1240
35,5085.05
39,1431
36,3318
26,650
28,253
33,382
21,43.09
12,246541.01
16,3137
60,0
12,69.64
51,2.52
26,75
37,35.23
14,1
22,50
27,27045
57,13390.43
22,0
60,36455
52,0
16,5016
22,17814.38
25,0
48,4342.74
48,2090.69
24,10445.5
42,1415
27,145
42,2058
23,171.38
24,0
49,5646
40,80
12,1963
50,0
23,16.84
50,30
26,2246
37,10825
47,2150
19,209
10,0.76
31,685.13
60,85591
62,0
52,1260
21,0
55,2920
31,2404
34,29376
22,4568
37,13473
59,6423.87
35,51456
46,151.43
23,10817
43,59431.5
28,11238
39,1313
20,2049.79
47,55
44,111.11
20,20
24,0
8,8948.54
30,10306
34,6065
29,13.21
30,20385
30,0
16,15190
16,10.49
14,878
27,10373.89
19,216
58,2671.17
59,0
47,2092
48,2880
45,1.53
24,1842
24,181.41
14,150
23,970
7,3016
19,0
44,1364.03
39,815
32,261
60,175
10,0
22,10
32,190
26,2.15
43,2541
13,0
23,0
24,151
59,666
34,0
56,300003
32,2399
58,0
22,1169.91
51,11075
60,2026
55,47540
25,7.18
32,57667
34,161
43,46
36,755
24,81
51,5044
54,410.92
16,0
23,47.54
53,1511.37
44,7.79
13,301
38,25
21,505
38,90
21,1744.65
56,12675
33,5
52,450
42,7
42,8032.72
27,2435
19,0
13,771
54,5745
49,14437.46
70,5086
46,3125
50,10
29,178
11,900
26,0
30,107.02
25,1980
43,1220
34,845
10,405
14,31
24,80
11,4106
55,1
58,4245
40,176
27,26
19,810
67,2081.23
13,424.69
35,7310.87
21,312
28,829.19
59,97479
22,2545
37,401
27,30530
39,2520
46,6.65
56,1.34
24,3620
28,3524
58,1
32,23508.83
57,138.34
17,100
5,230
55,249.78
37,203299.99
31,162
28,127
56,2614.49
9,1200
51,52
40,10071
53,533
54,3445
16,0
35,3523
16,285
39,15.67
28,8956
11,831
10,1.57
50,0
16,0
46,20831
25,0
31,5460
32,1339
50,5020
52,393
59,15538
20,298.63
24,3070
4,760
46,6085
29,1
36,0
9,626
19,80
38,1916
26,226
45,4098.62
30,11280.77
30,0
13,11.75
44,3050
22,0
16,42
14,225
49,55
37,1670
31,182
13,6
42,15050
30,3025.13
55,4075
11,100
15,326
45,26
60,2216
27,4
17,0
39,1565
43,5693
25,10
18,1180.83
20,82
13,0
38,0
45,500
38,4056
41,0
38,3352
41,50
36,15455.81
13,359.75
43,0
24,8154.21
24,60424.87
25,252
42,12200
43,126.59
39,1
36,36071
22,0
51,2314.24
34,826
40,28074
35,2214
11,159.55
54,5884
14,1
17,0
54,60610
62,1130
34,1
9,1
51,712
23,0
29,161.43
38,1
58,253
40,0
18,773
50,9310
56,300
20,2
31,0
7,62
24,550.2
55,1295
40,1652
33,10500
39,1155
54,21757.88
38,6375
48,1
56,60480
23,400
56,2560
57,20
58,15189
8,110
26,13443
55,43
19,127
40,0
32,20587
25,505
9,3638
60,0
9,628.92
24,1710
32,1512
52,153.66
53,990
35,1
20,841.54
16,35
46,20137
55,3195
57,10
57,385
14,25
9,25
57,792.91
28,1896
40,1
34,655
31,11384.77
43,20384
53,940
41,1
35,195
32,20
17,0
34,1000
57,0
16,140
73,2562
54,176.61
51,3005
33,222
20,1165
59,7512.74
55,169
30,30178.78
36,5454
33,8895
6,20
40,4162
27,13880.65
30,0
29,3025
38,1175
11,1660.59
39,12469.48
14,8032
24,5
19,0
23,2556.01
25,1687.43
42,975
20,660
22,2000
13,2361
22,0.74
40,0
50,11101
48,1644
57,0
53,31160
34,151
40,31
53,105
56,3890
55,566
44,0
58,507241
59,11826.62
59,368
32,1882
36,8593
33,205.89
15,0
28,3747.79
36,0
32,560
18,12410
30,30
28,0
59,0
56,1.11
41,0
41,415
37,14426
17,32253.02
36,2.26
32,55
32,10691.04
37,1337.2
16,775
44,45
39,3029
33,753.52
40,48
59,1366.04
23,51
48,76
58,159.45
22,90
45,30
9,2300.92
57,8075
30,0
25,350
48,331.63
6,5286
42,912.55
42,9668
32,27.3
56,10720.03
8,318.59
31,868
36,2077.53
29,23115.15
42,4907.26
24,701
37,61255.81
60,0
60,5215
27,52536.98
57,27372.04
11,3175
16,95
60,15219
43,3736.21
33,0
26,1117
39,1
52,7815.94
36,3120
45,0
38,270
14,3370
39,125
60,7486
17,10556
60,1076
27,100
6,18001
38,2346
46,93033
27,140600.72
31,120
24,3419.56
27,45
39,386
24,40
58,1676.74
37,4335.03
39,1730
50,0
26,2
60,243
50,101
11,100
13,16.33
47,1168.8
27,9291
60,26
37,5265
27,75
27,667
40,2033
57,102
50,570
22,6321.27
49,2218
33,15144.7
25,22
44,1966
43,146
32,517.01
32,2277
53,23986
29,7500
37,0
41,8744
12,0
60,1319
57,1.3
20,9066.84
11,0
37,0
56,284.42
21,10270
32,3935
45,7683.62
25,130
10,50
21,23
31,31568
34,310
59,1611
32,1.03
42,10
58,773.84
27,1
9,0
19,56
43,43070
38,488
38,2108
27,1450.21
38,2055
59,1.58
35,940
42,20
21,710
16,7617.07
37,10571
38,5
44,10972.13
19,0
26,2800
31,4906.57
53,0
10,1803.31
57,5295.79
16,5
53,0
31,0
13,61
50,0
19,0
26,0
58,300
29,1
55,1140
37,3233.55
41,25
21,1
57,490
47,708.23
22,0
29,3300
9,1774
48,2260
24,810
8,30
58,1716.77
14,780
17,1.44
51,4220
20,1913
30,13344
37,97
32,2436
8,0
25,425
38,2625
22,3920
55,1467
23,1627.53
46,1939
28,4559
25,6424.34
12,0.75
43,466
11,13462.66
33,435
28,1555.86
33,25
43,11464.77
26,1032
48,1511.13
42,115
33,463
55,294.24
51,1000
17,170
58,1
19,210
28,12510
60,90
26,13.16
57,15136
26,126
54,21
47,58589
47,0
8,3865
52,625
45,10
30,322
28,5780
15,5135
47,132.24
34,2
52,11730.77
59,29418.34
62,1410
27,180
39,64127
16,0
51,74.19
51,2000.13
21,1611.64
54,150
21,16.81
50,1262
55,4026.39
54,1422
19,880
34,0
56,3200.11
15,217.6
49,381
6,151.5
24,0
48,1837.03
8,1050
60,2001
21,515
20,10
11,10050
29,661
42,725
18,1646
48,0
28,0
44,50
50,5
23,450
10,17
51,1696
12,3666.5
44,1
12,30.61
38,2020
21,35
13,2205
25,0
18,0
20,1473.93
11,1395
58,2.5
18,135
11,150
52,0
54,21
50,5135
41,62.73
12,241
28,10.8
16,0
13,61
24,160
54,30
56,4521
12,225
42,307216.56
51,4415
40,7978
16,2949
44,8468
60,10350
15,15
16,0
35,4044.99
58,421
5,1781.69
25,3571
18,3150
17,777.63
44,1797
37,76.9
16,1.09
32,93.56
48,3400
56,2095
13,27
16,334.77
13,1370
60,163
34,0
54,2010
55,559
58,3267
60,2131.51
44,1582
20,1893
38,0
47,2564
26,3061
60,1050
51,307
50,10625.75
38,14577
5,121
54,17.38
20,1.87
30,50
60,1239
22,49202
19,335
39,3386.49
29,210
16,1
55,10551.49
25,0
20,805
39,10
38,5167.99
22,1697
26,8856.92
49,25
42,3813
57,2845
38,4385.71
46,3395
24,10
25,680
17,0
50,154.08
7,187.44
58,175
22,213.38
40,4434
57,14850
57,555
18,4034.67
58,31
53,0
46,0
10,30
18,235
52,140.22
13,77.12
20,4275.99
41,1325
30,141
50,85
58,0
44,5766.18
29,157
56,1240
28,1085
51,6000
55,0
22,331.66
10,55
10,20
24,1
33,70
44,88755.84
13,1472.19
14,72764
38,11870
10,6.66
14,2
43,2986
45,117
44,2113
9,2745.69
34,5
58,8388
37,29.83
33,270
60,1347.55
35,46892.98
49,189.32
56,502
51,744.35
30,490
31,2039
18,0
52,1113.06
60,2185
51,14
55,10796.15
31,2715
43,1545
60,846.99
60,1252
58,540
21,98.71
19,360
13,44
36,0
26,10
60,0
33,51812
58,0
36,3446.91
24,1550
50,16.83
59,8267
18,27
27,727
40,6702
18,10207
40,49.76
35,3000
11,0
56,0
28,0
29,25
59,7175
51,1
32,0
34,158.41
51,83.51
60,347.75
44,2309.97
10,0
45,10213
13,50
53,167
13,1410
27,0
24,5572
57,28301.6
35,926
33,24471
55,1736
24,385
32,2040
59,6255
33,1
60,0
56,2420.22
25,2150
60,25367
60,1506
27,3147
20,80
49,7564.77
10,6.35
56,105
34,7.79
9,0
47,100
35,6637
59,600
31,1035
28,1105
21,21.05
32,11403
19,535
23,0
21,1138
21,0
10,130
35,590
29,22
72,215
32,25175.89
31,1.25
53,9499.23
32,2403
58,0
16,1
17,1780
57,9898.61
13,110
13,0
50,54284.72
50,9260
60,332
38,25
28,2610
33,22393.61
21,0
32,100
57,0
58,359870.62
21,1
28,132884
60,2444
54,4780
7,773
6,40477
49,1
17,4567
22,67135
23,0.79
15,1196
5,0
51,662
60,2175
32,3826
18,0
10,0
46,48747.61
13,200
21,1070.97
27,88
18,730
53,5010
54,18930
49,650
30,7604
22,0
49,10071
17,8407
33,1050
27,207
54,0
54,4245
28,110
18,5186
29,1442
47,310
21,5
44,399
17,635
54,76384.77
6,272
15,3825
55,0
30,2113.41
12,0
58,2960
9,0
5,277.79
52,538
21,148.13
59,11585.61
42,529.18
25,4575
50,0
60,93
43,100
54,6948
52,785
19,26
35,3800
59,5674.31
13,0
59,905
54,0
20,21555.52
37,1525
46,75
45,5300
28,0
59,108695
16,108
24,0
28,6813.01
68,385
17,149.09
16,61
14,4738.11
27,36247.83
30,387
50,14286.77
12,1601
11,644.06
43,11
30,2.19
34,0
35,331
23,2
68,0
21,1590
28,665
40,23400
52,0
30,8.41
35,2897
61,2046
24,1
30,0
60,20347.25
16,0
21,560
24,638.03
54,171.43
58,7694
39,3477
43,15950.5
33,85295
11,0
6,0
27,0
54,6095
34,0
32,0
47,29291.83
17,55818.91
24,9015.94
14,50
21,0
23,285
28,0
60,5539
20,8671.01
13,1270.83
38,2250
16,2
21,118.75
27,805
11,1651
59,1174.99
23,6000
45,1645
31,0
47,21
20,0
26,0
57,391
40,34.7
23,4010
8,5.13
12,0
16,381.66
11,51
14,3050
27,270
28,30
34,191
60,190
59,1
35,2002
19,870
49,191005
33,91876
53,6156
14,0
20,0
39,72.26
45,721
20,716
30,2571
11,0
30,158.63
35,0
57,0
31,283.41
50,15177
31,35.78
18,6596
9,1
57,1898.66
7,0
23,0
58,41
15,0
15,0
29,10051
59,60898.48
33,16545
54,5340.29
39,7056
52,2685
59,10753
21,3477
32,55
39,7909.18
16,6285.57
36,0
35,0
31,166
59,19087.48
11,53737
37,4800
12,11
21,0
54,1989
10,4.71
60,19220.08
7,65
41,0
13,10368
17,10277.95
29,0
58,210
54,2390.26
49,127
38,3012
39,3024
13,135
53,11
22,4299
41,982
18,7.51
29,18677
54,911.36
57,197943.55
10,0
50,1519
29,0
27,0
29,0
23,388
22,4732.39
29,1264.62
55,0
50,2974.08
33,1161
48,2328.12
8,121
56,5025
17,352
26,142.59
45,29
53,7519
19,485.22
56,1779
22,445
27,4295
50,6681
16,4162
28,4465.33
26,50
37,41.82
21,56
42,0
44,370
20,130
12,2965.5
53,30
14,0
26,0
39,5457
54,7574.92
27,9747.67
34,1350
52,1500
26,9545
9,1
53,0
49,25
60,1.08
42,1815
21,230
57,1
45,27272.33
23,585
50,165
18,45
52,8274.86
26,39630.14
43,3251
14,551
16,18
37,2325
54,1
54,0
48,0
26,75
12,120.02
11,1122
18,1105
28,0
37,491
39,3380
21,0
58,19940
53,0
44,28
21,14493
47,15890
30,16601.05
11,6300
13,52
26,2770
34,570
58,590
59,2710.32
5,12126
16,7.93
51,55
10,902.88
57,334.89
37,1064
57,1471
52,2568586
15,1075
43,0
42,321
60,65.66
32,590.54
10,302
55,18441
25,3055
30,20
26,328
56,0
33,170
11,435
25,140
49,2
13,0
18,7651
30,17505
56,101987.45
19,89.89
45,646
19,35630
32,498.66
16,0
23,3.09
53,2645.33
43,14.51
52,10170
33,5367.32
53,11346
54,1000
18,2000
38,275
12,0
51,37051.86
52,4190.23
54,1884.88
59,13755
25,2010
26,1.5
42,10
14,325
54,349.93
42,1631
15,18500
18,305
6,50
48,3645
5,38.35
34,20
30,1546
50,9149
25,3551.95
16,4055
56,3543
25,100
8,43.87
22,575
53,3351.09
7,487.88
41,152
21,10
60,50
11,0
22,2385
29,2450
30,115
53,1.09
13,75.93
38,1050
59,17350
3,0
12,0
23,2144.39
25,325
55,3069.47
16,12.98
57,1.11
29,107904
25,1089
26,0
41,1071.24
12,0
17,436
51,352.16
37,0
38,9910
27,1
47,19
49,1408
29,1
23,0
39,756
44,1995
58,20
27,21
61,13168
10,595
28,75
46,20665
22,135
11,162.11
55,523.34
26,1316
37,630
21,1725
60,344638
38,1272.25
36,2280
45,31
40,51717.18
17,0
10,0
28,1420
15,0
22,0
37,40
28,1217
40,200
5,1
9,47
52,33031
17,8004
49,342.12
20,665
16,150
4,120
16,3504.69
26,27
7,833.93
10,0
30,132
35,455
55,5967.54
30,70909.09
48,2880
34,16045.43
6,5411.88
51,3955.7
48,28
20,0
14,50
60,50
59,16313
32,12050.62
14,7.82
59,13855
12,6100
29,4252
52,0
22,541
11,291
9,0
23,2910.38
16,0
14,0
47,7243
11,10
18,7070
42,12570.05
17,4786
7,0
54,5965
39,5225
41,320
32,3258
44,55537.01
21,307.49
43,179.02
20,1.06
52,246
50,1200
30,3788.66
59,3754
40,2996.11
9,74.27
40,238386.77
28,2640
14,4453.05
39,227.25
13,2
22,18640.01
18,327.1
27,330
44,0
31,154.93
59,1396
29,0
39,3575
40,515
8,1
46,1332
26,7153
60,0
56,3729
18,0
40,5180
9,40
26,707
37,6.69
35,38767
55,1760.13
11,0
19,1776
55,2395
14,0
49,75
35,1.77
36,3237
58,10051
17,500
24,51
53,4480
19,2607.49
48,12094
57,36.99
29,0
38,7.66
10,12457
17,22314.71
17,8532.66
31,15178
45,8995
22,2507.83
28,1340
43,4510
11,370
37,24063
19,35559
20,1
59,2849
17,0
39,3501
55,232
51,9820
30,525
9,18330
27,0
12,1119
49,1216.01
16,1356.7
19,113
50,156
38,0
27,20
20,0
41,44.79
22,1689
17,0
46,100
53,4726.25
46,23148
21,213
57,34061
26,1650
60,1293
47,7433.33
27,2950
35,12478
50,90465
43,1708
37,8
12,605
45,16633
25,7340
53,53
30,10
35,16066
40,286
48,314241.96
57,27.35
35,8045.9
57,6062.99
24,25
30,2387
20,686
23,227.04
40,0.75
18,41167.74
35,0
12,0.8
21,0
32,5327
55,109
57,60.56
60,5386.15
32,17171
36,8362.5
51,150
22,0
63,1420
25,6160
27,3429.96
53,1550
25,1984.01
25,749.58
27,310
31,1474
17,359
44,57.63
58,28450
45,5140
27,3535.99
57,4360
31,1158.72
15,2168
24,5
14,16.58
8,3845
65,3257.36
27,205
45,0
21,10100
28,1
43,75551
28,717
20,0
14,3030.05
47,710
44,25
60,8154.58
29,43302.44
23,160
19,377
60,9731.48
8,171
43,30
32,665.86
53,78755
48,1
54,30
54,2934.06
35,15065
15,10
56,296
40,230
26,20
56,1316
15,35
37,1689.9
47,149.05
42,5085
21,957.3
29,17293.86
26,330
34,240
22,21
41,7499
27,236
15,0
45,27.16
35,2531.77
37,4340.48
30,50
60,652
25,175
37,150
54,271
25,2027.8
57,355
15,1
60,228714
54,0
59,121
37,26548.99
56,2266
40,1255
11,883.51
22,0
58,0
15,159.16
17,0
34,0
19,1845
45,9774.85
58,216
30,1
30,15373
15,62.63
22,12115
26,2913
18,252
9,0
21,228
15,25
35,77.77
12,119.88
41,30585
41,1309
17,0
14,324
14,0
46,143
44,5931
60,2198
39,601
47,192
23,0
29,3067
55,36083
36,375
45,13684
54,23
7,76
60,4640
52,2840
58,2779
45,2889
20,1
16,3668.17
14,1566
14,2671
51,20
17,213.45
49,0
37,116298.43
60,11
9,16998.42
35,18986
29,3436
47,365
58,2630
59,18943
44,936
18,6.12
22,25850.45
75,164
58,56
49,0
59,7202
44,0
62,2434.62
42,9018
17,1061.55
16,0
35,25.82
58,121
61,785
33,2
57,591
27,1
12,2021
32,5050.6
33,266
18,0
28,35
22,7820
34,100
34,1606
19,30
14,160
57,6253
13,50
18,10617.26
48,796.36
13,1443
37,0
44,9754.33
57,652
56,2387.1
25,5
17,0
58,1574
52,10020.16
34,880
54,105
54,5
28,516.69
30,0
17,1300
47,5758
13,31
48,4000
29,20
60,0
57,0
7,10105
50,40823.5
54,3530.73
53,1595
53,505
56,30
44,50
18,100
49,5246.92
49,3008
22,15107
27,2592
83,2100
27,251.12
9,0
9,840
15,20
37,696.3
55,459
24,115
51,3392.38
36,280
23,30
50,5161.34
41,6125
30,0
42,9323.04
29,3510
23,281
19,0
32,3585
23,79.01
37,5800
43,0
55,6080
20,132
42,725
28,10488
13,0
52,5791
53,1728
52,1005
29,69742.46
42,2672
41,0
42,33431
60,0
51,31959.67
14,17845.69
23,2521.66
14,3481.15
21,2592.77
22,0
24,100
33,960.67
23,0
11,0
52,10977.93
72,3900
51,3589
56,311.8
58,4612
53,14104
7,3572
24,1
58,47.16
35,10
21,2012
32,10
46,2277.71
27,53157
57,6830.67
22,3046
46,0
39,2418.17
60,111
23,31162.36
47,1498
21,873
20,5544.5
12,30
11,2786.87
55,1048
41,0
33,4198
59,2000
59,152.62
30,1680.8
40,3427
41,1719
10,15973
20,50
28,3005
54,39975
27,3166
